Wall time,Step,Value
1713821978.923581,0,0.0010000000474974513
1713822012.010284,1,0.0010000000474974513
1713822045.202885,2,0.0010000000474974513
1713822078.281247,3,0.0010000000474974513
1713822111.341486,4,0.0010000000474974513
1713822144.300781,5,0.0010000000474974513
1713822177.470556,6,0.0010000000474974513
1713822210.386594,7,0.0010000000474974513
1713822243.346472,8,0.0010000000474974513
1713822276.336218,9,0.0010000000474974513
1713822309.230611,10,0.0010000000474974513
1713822342.063232,11,0.0010000000474974513
1713822374.939107,12,0.0010000000474974513
1713822407.713708,13,0.0010000000474974513
1713822440.355504,14,0.0010000000474974513
1713822473.147186,15,0.0010000000474974513
1713822505.843897,16,0.0010000000474974513
1713822538.45549,17,0.0010000000474974513
1713822571.060256,18,0.0010000000474974513
1713822603.659353,19,0.0010000000474974513
1713822636.244392,20,0.0010000000474974513
1713822668.901189,21,0.0005000000237487257
1713822701.462512,22,0.0005000000237487257
1713822734.08939,23,0.0005000000237487257
1713822766.695842,24,0.0005000000237487257
1713822799.267063,25,0.0005000000237487257
1713822831.791217,26,0.0005000000237487257
1713822864.284404,27,0.0005000000237487257
1713822896.911051,28,0.0005000000237487257
1713822929.495487,29,0.0005000000237487257
1713822962.047109,30,0.0005000000237487257
1713822994.529532,31,0.0005000000237487257
1713823027.175081,32,0.0005000000237487257
1713823059.753205,33,0.0005000000237487257
1713823092.332143,34,0.0005000000237487257
1713823124.95033,35,0.0005000000237487257
1713823157.647881,36,0.0005000000237487257
1713823190.194892,37,0.0005000000237487257
1713823222.728756,38,0.0005000000237487257
1713823255.280791,39,0.0005000000237487257
1713823287.826618,40,0.0005000000237487257
1713823320.422251,41,0.0002500000118743628
1713823352.930041,42,0.0002500000118743628
1713823385.470768,43,0.0002500000118743628
1713823418.14118,44,0.0002500000118743628
1713823450.741114,45,0.0002500000118743628
1713823483.507869,46,0.0002500000118743628
1713823516.255835,47,0.0002500000118743628
1713823548.843272,48,0.0002500000118743628
1713823581.512484,49,0.0002500000118743628
1713823614.121044,50,0.0002500000118743628
1713823646.739991,51,0.0002500000118743628
