Wall time,Step,Value
1713902016.594035,0,0.407196968793869
1713902053.66803,1,0.41477271914482117
1713902093.725913,2,0.4337121248245239
1713902132.681813,3,0.48106059432029724
1713902170.872589,4,0.501893937587738
1713902208.949874,5,0.5075757503509521
1713902246.879243,6,0.5359848737716675
1713902285.058496,7,0.5359848737716675
1713902322.938718,8,0.5473484992980957
1713902360.997524,9,0.5511363744735718
1713902399.775528,10,0.5719696879386902
1713902438.148498,11,0.5587121248245239
1713902476.877339,12,0.5568181872367859
1713902515.825812,13,0.5416666865348816
1713902553.98453,14,0.5890151262283325
1713902592.038552,15,0.5662878751754761
1713902630.510083,16,0.5681818127632141
1713902668.715554,17,0.5946969985961914
1713902707.071619,18,0.5984848737716675
1713902745.157982,19,0.6287878751754761
1713902783.161142,20,0.6306818127632141
1713902821.181007,21,0.6193181872367859
1713902859.423932,22,0.6571969985961914
1713902897.450423,23,0.6515151262283325
1713902935.521027,24,0.6647727489471436
1713902973.269479,25,0.6761363744735718
1713903011.288977,26,0.6969696879386902
1713903049.452825,27,0.6875
1713903088.659741,28,0.7045454382896423
1713903128.736855,29,0.6969696879386902
1713903168.612624,30,0.6988636255264282
1713903208.481697,31,0.7064393758773804
1713903248.547031,32,0.7083333134651184
1713903288.501638,33,0.7196969985961914
1713903328.364466,34,0.7291666865348816
1713903368.394561,35,0.7329545617103577
1713903408.321445,36,0.7537878751754761
1713903448.360234,37,0.7196969985961914
1713903488.451877,38,0.7424242496490479
1713903528.383118,39,0.75
1713903568.303294,40,0.7594696879386902
1713903607.414501,41,0.7632575631141663
1713903647.13458,42,0.7708333134651184
1713903686.982376,43,0.7594696879386902
1713903726.573062,44,0.7613636255264282
1713903766.454709,45,0.7651515007019043
1713903806.466904,46,0.7897727489471436
1713903846.259489,47,0.7973484992980957
1713903885.909768,48,0.7840909361839294
1713903925.720535,49,0.7897727489471436
1713903965.232687,50,0.8200757503509521
1713904005.363535,51,0.7897727489471436
1713904045.756843,52,0.7765151262283325
1713904085.346214,53,0.8068181872367859
1713904125.273825,54,0.7916666865348816
1713904165.074673,55,0.8162878751754761
1713904205.119778,56,0.7708333134651184
1713904244.740993,57,0.8257575631141663
1713904284.724341,58,0.8049242496490479
1713904324.283048,59,0.8087121248245239
1713904362.644681,60,0.8409090638160706
1713904400.766178,61,0.8087121248245239
1713904439.105919,62,0.814393937587738
1713904477.266582,63,0.8295454382896423
1713904515.530838,64,0.8200757503509521
1713904554.039781,65,0.8409090638160706
1713904592.402432,66,0.8314393758773804
1713904630.5537,67,0.8238636255264282
1713904668.638973,68,0.8541666865348816
1713904706.916464,69,0.8352272510528564
1713904745.095207,70,0.8446969985961914
1713904784.078217,71,0.8390151262283325
1713904823.023555,72,0.8030303120613098
1713904861.99938,73,0.8295454382896423
1713904900.347282,74,0.8238636255264282
1713904938.653088,75,0.8712121248245239
1713904977.950346,76,0.8503788113594055
1713905017.061348,77,0.8693181872367859
1713905055.441662,78,0.8674242496490479
1713905093.767054,79,0.8257575631141663
1713905133.371281,80,0.8598484992980957
1713905173.223088,81,0.8579545617103577
1713905212.954056,82,0.8598484992980957
1713905252.74897,83,0.8787878751754761
1713905292.361862,84,0.8863636255264282
1713905332.043085,85,0.8712121248245239
1713905371.666076,86,0.8560606241226196
1713905411.618615,87,0.8693181872367859
1713905451.29291,88,0.8655303120613098
1713905491.093276,89,0.8693181872367859
1713905530.641867,90,0.8844696879386902
1713905570.071111,91,0.8825757503509521
1713905609.529161,92,0.8787878751754761
1713905649.386829,93,0.8806818127632141
1713905688.938013,94,0.8806818127632141
1713905728.805531,95,0.8693181872367859
1713905768.747365,96,0.8674242496490479
1713905808.625062,97,0.8939393758773804
1713905848.437993,98,0.8806818127632141
1713905888.020522,99,0.9015151262283325
1713905925.936951,100,0.8863636255264282
1713905964.330326,101,0.9071969985961914
1713906002.108443,102,0.876893937587738
1713906040.719801,103,0.8787878751754761
1713906078.404794,104,0.8958333134651184
1713906116.004841,105,0.8996211886405945
1713906153.787004,106,0.8844696879386902
1713906192.061924,107,0.8920454382896423
1713906229.997576,108,0.9015151262283325
1713906268.464093,109,0.9071969985961914
1713906306.615899,110,0.8844696879386902
1713906344.397414,111,0.8958333134651184
1713906382.924591,112,0.8825757503509521
1713906420.497655,113,0.9185606241226196
1713906459.061288,114,0.9090909361839294
1713906496.824916,115,0.9261363744735718
1713906534.960106,116,0.8939393758773804
1713906572.871144,117,0.9204545617103577
1713906611.302777,118,0.9431818127632141
1713906649.470783,119,0.9299242496490479
1713906688.774313,120,0.9337121248245239
1713906727.126377,121,0.939393937587738
1713906765.686635,122,0.9431818127632141
1713906804.632656,123,0.9204545617103577
1713906843.643427,124,0.9280303120613098
1713906882.070162,125,0.939393937587738
1713906921.118072,126,0.9242424368858337
1713906959.584872,127,0.9375
1713906998.52259,128,0.9318181872367859
1713907037.291075,129,0.9242424368858337
1713907075.440839,130,0.939393937587738
1713907113.96213,131,0.9318181872367859
1713907152.679641,132,0.9488636255264282
1713907191.176843,133,0.9299242496490479
1713907229.493762,134,0.9431818127632141
1713907268.071755,135,0.9621211886405945
1713907307.288529,136,0.935606062412262
1713907345.688653,137,0.9545454382896423
1713907383.930648,138,0.9696969985961914
1713907422.283161,139,0.9431818127632141
1713907461.361695,140,0.9507575631141663
1713907499.992246,141,0.9602272510528564
1713907538.379582,142,0.9469696879386902
1713907576.736171,143,0.9526515007019043
1713907615.417221,144,0.9469696879386902
1713907655.441127,145,0.9678030014038086
1713907695.478974,146,0.9734848737716675
