Wall time,Step,Value
1713902016.594805,0,0.0010000000474974513
1713902053.668679,1,0.0010000000474974513
1713902093.726572,2,0.0010000000474974513
1713902132.682456,3,0.0010000000474974513
1713902170.873232,4,0.0010000000474974513
1713902208.95056,5,0.0010000000474974513
1713902246.879905,6,0.0010000000474974513
1713902285.05918,7,0.0010000000474974513
1713902322.939359,8,0.0010000000474974513
1713902360.998228,9,0.0010000000474974513
1713902399.776205,10,0.0010000000474974513
1713902438.149141,11,0.0010000000474974513
1713902476.878015,12,0.0010000000474974513
1713902515.826473,13,0.0010000000474974513
1713902553.985185,14,0.0010000000474974513
1713902592.039228,15,0.0010000000474974513
1713902630.510732,16,0.0010000000474974513
1713902668.716218,17,0.0010000000474974513
1713902707.072277,18,0.0010000000474974513
1713902745.158667,19,0.0010000000474974513
1713902783.1618,20,0.0010000000474974513
1713902821.181674,21,0.0010000000474974513
1713902859.424567,22,0.0010000000474974513
1713902897.45106,23,0.0010000000474974513
1713902935.521679,24,0.0010000000474974513
1713902973.270162,25,0.0010000000474974513
1713903011.289617,26,0.0010000000474974513
1713903049.45345,27,0.0010000000474974513
1713903088.660401,28,0.0010000000474974513
1713903128.737502,29,0.0010000000474974513
1713903168.613275,30,0.0010000000474974513
1713903208.482388,31,0.0010000000474974513
1713903248.547692,32,0.0010000000474974513
1713903288.502285,33,0.0010000000474974513
1713903328.365087,34,0.0010000000474974513
1713903368.395196,35,0.0010000000474974513
1713903408.322118,36,0.0010000000474974513
1713903448.360899,37,0.0010000000474974513
1713903488.452546,38,0.0010000000474974513
1713903528.383773,39,0.0010000000474974513
1713903568.303976,40,0.0010000000474974513
1713903607.415206,41,0.0010000000474974513
1713903647.135227,42,0.0010000000474974513
1713903686.983053,43,0.0010000000474974513
1713903726.573708,44,0.0010000000474974513
1713903766.45538,45,0.0010000000474974513
1713903806.467546,46,0.0010000000474974513
1713903846.260145,47,0.0010000000474974513
1713903885.910482,48,0.0010000000474974513
1713903925.721177,49,0.0010000000474974513
1713903965.233392,50,0.0010000000474974513
1713904005.364171,51,0.0010000000474974513
1713904045.757493,52,0.0010000000474974513
1713904085.346874,53,0.0010000000474974513
1713904125.274498,54,0.0010000000474974513
1713904165.075308,55,0.0010000000474974513
1713904205.120453,56,0.0010000000474974513
1713904244.74173,57,0.0010000000474974513
1713904284.725002,58,0.0010000000474974513
1713904324.283688,59,0.0010000000474974513
1713904362.645324,60,0.0010000000474974513
1713904400.766852,61,0.0010000000474974513
1713904439.106558,62,0.0010000000474974513
1713904477.267249,63,0.0010000000474974513
1713904515.531496,64,0.0010000000474974513
1713904554.040417,65,0.0010000000474974513
1713904592.403095,66,0.0010000000474974513
1713904630.554359,67,0.0010000000474974513
1713904668.639638,68,0.0010000000474974513
1713904706.917123,69,0.0010000000474974513
1713904745.095898,70,0.0010000000474974513
1713904784.078875,71,0.0010000000474974513
1713904823.024204,72,0.0010000000474974513
1713904862.000028,73,0.0010000000474974513
1713904900.347922,74,0.0010000000474974513
1713904938.65375,75,0.0010000000474974513
1713904977.95099,76,0.0010000000474974513
1713905017.062022,77,0.0010000000474974513
1713905055.442398,78,0.0010000000474974513
1713905093.767702,79,0.0010000000474974513
1713905133.371912,80,0.0010000000474974513
1713905173.22383,81,0.0010000000474974513
1713905212.954717,82,0.0010000000474974513
1713905252.749602,83,0.0010000000474974513
1713905292.362521,84,0.0010000000474974513
1713905332.043743,85,0.0010000000474974513
1713905371.666762,86,0.0010000000474974513
1713905411.619266,87,0.0010000000474974513
1713905451.29357,88,0.0010000000474974513
1713905491.093954,89,0.0010000000474974513
1713905530.642559,90,0.0010000000474974513
1713905570.071754,91,0.0010000000474974513
1713905609.529835,92,0.0010000000474974513
1713905649.387501,93,0.0010000000474974513
1713905688.938706,94,0.0010000000474974513
1713905728.806223,95,0.0010000000474974513
1713905768.748031,96,0.0010000000474974513
1713905808.625725,97,0.0010000000474974513
1713905848.438664,98,0.0010000000474974513
1713905888.021204,99,0.0010000000474974513
1713905925.937587,100,0.0010000000474974513
1713905964.330993,101,0.0010000000474974513
1713906002.109104,102,0.0010000000474974513
1713906040.720497,103,0.0010000000474974513
1713906078.40546,104,0.0010000000474974513
1713906116.005479,105,0.0010000000474974513
1713906153.787664,106,0.0010000000474974513
1713906192.062569,107,0.0010000000474974513
1713906229.998275,108,0.0010000000474974513
1713906268.464751,109,0.0010000000474974513
1713906306.616542,110,0.0010000000474974513
1713906344.398525,111,0.0010000000474974513
1713906382.92526,112,0.0010000000474974513
1713906420.498326,113,0.0010000000474974513
1713906459.06195,114,0.0010000000474974513
1713906496.825544,115,0.0010000000474974513
1713906534.960879,116,0.0005000000237487257
1713906572.871802,117,0.0005000000237487257
1713906611.303434,118,0.0005000000237487257
1713906649.471451,119,0.0005000000237487257
1713906688.774952,120,0.0005000000237487257
1713906727.127044,121,0.0005000000237487257
1713906765.687289,122,0.0005000000237487257
1713906804.63333,123,0.0005000000237487257
1713906843.644074,124,0.0005000000237487257
1713906882.070818,125,0.0005000000237487257
1713906921.118742,126,0.0005000000237487257
1713906959.585529,127,0.0005000000237487257
1713906998.523235,128,0.0005000000237487257
1713907037.291711,129,0.0005000000237487257
1713907075.441495,130,0.0005000000237487257
1713907113.962765,131,0.0005000000237487257
1713907152.680273,132,0.0005000000237487257
1713907191.177497,133,0.0005000000237487257
1713907229.494393,134,0.0005000000237487257
1713907268.072391,135,0.0005000000237487257
1713907307.289284,136,0.0002500000118743628
1713907345.689306,137,0.0002500000118743628
1713907383.931318,138,0.0002500000118743628
1713907422.283781,139,0.0002500000118743628
1713907461.362382,140,0.0002500000118743628
1713907499.99289,141,0.0002500000118743628
